Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,LoanDefault
39,16626,163113,651,54,4,3.04,60,0.17,Master's,Part-time,Single,Yes,No,Other,Yes,0
36,83947,74388,741,117,2,10.76,12,0.61,High School,Part-time,Single,No,Yes,Business,No,0
53,71649,33112,361,43,2,7.58,60,0.82,High School,Part-time,Married,Yes,Yes,Auto,Yes,0
64,29726,147767,791,61,2,17.62,12,0.15,Master's,Unemployed,Single,Yes,Yes,Business,No,0
52,60197,63239,322,16,3,14.05,60,0.43,PhD,Full-time,Divorced,No,Yes,Other,No,0
52,47703,61972,846,35,2,7.49,36,0.81,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes,0
30,72199,103524,622,52,4,11.57,48,0.48,Bachelor's,Unemployed,Married,Yes,Yes,Auto,Yes,0
38,130646,158994,796,7,3,24.08,60,0.23,PhD,Unemployed,Single,Yes,No,Education,No,1
27,129965,182098,552,40,4,10.18,48,0.37,High School,Unemployed,Single,No,Yes,Education,Yes,1
21,23651,132100,769,84,4,21.84,48,0.61,PhD,Part-time,Married,No,Yes,Education,Yes,0
48,28141,7887,604,86,2,7.28,60,0.73,Master's,Full-time,Divorced,Yes,Yes,Other,No,0
61,58448,154282,514,87,2,8.28,36,0.89,Bachelor's,Full-time,Single,No,No,Auto,Yes,0
19,124679,91539,673,117,1,3.45,60,0.65,Master's,Self-employed,Single,Yes,Yes,Business,No,1
38,139476,70956,691,29,4,7.47,36,0.86,Master's,Full-time,Married,Yes,Yes,Auto,No,0
28,20725,54728,545,108,3,22.35,60,0.27,Bachelor's,Full-time,Single,Yes,No,Business,No,0
52,141990,49598,586,86,3,12.15,60,0.22,High School,Part-time,Married,No,Yes,Auto,No,0
23,148140,185038,848,29,3,19.11,24,0.84,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,0
25,25976,191252,611,43,3,12.39,24,0.85,PhD,Unemployed,Divorced,No,Yes,Business,No,0
28,58457,81939,447,10,2,9.97,48,0.29,PhD,Unemployed,Married,Yes,Yes,Other,Yes,0
65,131367,122691,533,59,3,5.43,36,0.71,PhD,Self-employed,Divorced,Yes,No,Auto,No,1
51,100185,108380,766,34,3,13.21,36,0.9,High School,Part-time,Single,Yes,Yes,Auto,Yes,0
52,133876,210674,372,5,4,17.31,48,0.41,High School,Full-time,Single,No,Yes,Business,Yes,0
38,109218,190874,407,22,4,18.43,60,0.11,PhD,Unemployed,Married,No,Yes,Other,Yes,0
53,111233,40770,390,64,2,5.33,12,0.48,PhD,Self-employed,Divorced,No,Yes,Business,Yes,0
21,148584,207297,524,17,2,14.08,24,0.83,High School,Full-time,Divorced,Yes,Yes,Business,Yes,0
35,51260,230908,305,31,4,18.88,48,0.72,PhD,Unemployed,Divorced,Yes,Yes,Home,No,0
62,90288,213086,663,18,1,5.97,36,0.68,PhD,Full-time,Divorced,Yes,No,Business,No,0
53,76459,87162,608,88,3,19.48,12,0.21,Master's,Full-time,Divorced,Yes,Yes,Home,Yes,0
60,100712,161343,844,48,1,3.64,48,0.68,High School,Unemployed,Single,Yes,Yes,Other,No,0
29,124915,39216,690,49,2,3.08,36,0.3,Bachelor's,Unemployed,Single,Yes,No,Business,No,0
64,20162,193628,823,86,3,9.03,60,0.13,Bachelor's,Full-time,Single,No,Yes,Other,No,0
41,72822,159045,769,40,2,16.21,48,0.54,High School,Self-employed,Divorced,No,Yes,Home,No,1
35,98586,240690,514,3,4,5.5,48,0.7,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,0
20,28325,32464,473,69,4,22.95,36,0.87,High School,Unemployed,Married,Yes,Yes,Business,No,0
67,26156,8781,723,56,1,11.68,36,0.31,High School,Full-time,Married,No,No,Auto,No,0
44,98678,93338,708,12,3,10.36,48,0.66,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes,1
67,67780,249960,343,20,2,5.44,24,0.67,PhD,Self-employed,Single,Yes,Yes,Auto,Yes,0
61,122448,128449,557,5,2,7.32,12,0.17,PhD,Full-time,Married,Yes,No,Business,Yes,0
37,82390,248238,820,3,3,12.77,60,0.3,Master's,Unemployed,Single,Yes,Yes,Auto,No,0
27,32052,83211,308,34,3,7.5,36,0.71,High School,Self-employed,Divorced,No,Yes,Other,Yes,0
47,92638,94962,623,9,2,7.26,36,0.28,Bachelor's,Unemployed,Single,Yes,Yes,Business,Yes,0
35,81050,140210,333,36,1,4.51,24,0.2,Bachelor's,Full-time,Married,Yes,No,Education,Yes,0
67,26888,71133,338,98,4,6.67,12,0.59,PhD,Full-time,Divorced,Yes,No,Education,Yes,0
37,83137,224006,302,48,3,20.05,60,0.41,Master's,Self-employed,Single,No,No,Auto,No,1
19,47399,55253,684,112,3,21.6,48,0.69,High School,Part-time,Married,Yes,No,Education,Yes,1
44,50195,200274,320,40,4,10.5,24,0.55,PhD,Full-time,Married,Yes,No,Business,Yes,0
59,90225,47113,670,114,2,3.3,12,0.48,PhD,Full-time,Divorced,Yes,No,Auto,Yes,0
20,24611,57989,807,7,3,10.53,24,0.69,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,No,0
62,143648,217313,419,83,4,17.53,36,0.63,Bachelor's,Unemployed,Single,No,Yes,Education,No,1
50,60664,246701,717,52,4,4.45,60,0.38,PhD,Self-employed,Single,Yes,No,Auto,Yes,0
45,43694,206319,720,26,4,11.98,48,0.82,High School,Part-time,Divorced,Yes,Yes,Business,Yes,1
36,51073,217694,679,10,1,18.1,48,0.24,High School,Unemployed,Married,No,No,Education,No,1
69,50735,19871,637,12,1,23.55,48,0.33,PhD,Self-employed,Single,No,Yes,Other,Yes,0
51,142981,221124,493,86,4,10.42,36,0.75,Bachelor's,Part-time,Divorced,No,No,Other,Yes,1
25,38618,17309,802,49,2,11.43,60,0.54,High School,Unemployed,Single,Yes,No,Business,No,0
49,24746,44815,631,110,1,10.2,24,0.22,PhD,Self-employed,Married,Yes,No,Education,No,0
68,30039,175235,742,37,2,4.24,60,0.87,High School,Part-time,Single,Yes,No,Auto,Yes,0
61,92344,148073,486,55,3,23.72,60,0.11,Master's,Self-employed,Divorced,No,Yes,Other,Yes,0
47,144368,52313,827,50,4,9.67,60,0.41,High School,Full-time,Single,No,No,Home,No,0
56,99863,90275,598,36,4,6.74,24,0.73,Bachelor's,Self-employed,Divorced,Yes,No,Other,Yes,0
35,33570,247294,400,106,4,12.2,12,0.56,PhD,Self-employed,Single,Yes,Yes,Business,Yes,0
21,97220,90315,842,6,3,18.18,48,0.22,PhD,Part-time,Divorced,Yes,Yes,Auto,No,0
34,25240,162071,499,31,1,8.02,60,0.89,Bachelor's,Part-time,Divorced,No,No,Business,Yes,1
66,144317,127592,847,32,2,18.84,12,0.65,Master's,Unemployed,Divorced,Yes,Yes,Home,Yes,0
38,21046,56503,324,93,3,16.35,36,0.5,PhD,Unemployed,Divorced,Yes,Yes,Business,No,0
67,123121,221306,558,36,4,13.85,24,0.7,High School,Part-time,Divorced,No,Yes,Business,Yes,0
52,38566,64260,594,22,4,11.74,48,0.14,High School,Self-employed,Married,No,No,Auto,Yes,1
21,41835,123968,677,5,2,21.58,48,0.2,Master's,Self-employed,Single,No,No,Education,Yes,1
21,87805,243271,814,110,2,23.14,12,0.46,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,0
20,122136,188807,770,98,3,4.08,60,0.82,High School,Full-time,Single,No,No,Home,Yes,1
55,43706,190446,551,6,3,4.54,48,0.5,High School,Unemployed,Divorced,Yes,No,Home,No,0
47,22594,214512,424,93,1,3.5,60,0.21,PhD,Part-time,Single,No,Yes,Home,Yes,1
27,104641,46471,509,62,1,11.63,36,0.36,High School,Self-employed,Divorced,No,No,Business,No,0
62,19825,53953,636,59,1,20.91,60,0.34,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,0
51,19898,100125,555,50,1,13.58,60,0.87,Bachelor's,Self-employed,Married,Yes,Yes,Business,No,0
53,74012,99264,723,58,4,8.82,60,0.43,Master's,Full-time,Married,Yes,No,Education,No,0
33,45334,217796,458,6,1,19.58,48,0.62,Bachelor's,Full-time,Single,No,No,Other,No,0
47,17957,126672,710,21,2,14.1,12,0.66,PhD,Self-employed,Single,Yes,Yes,Auto,Yes,0
30,34988,65364,508,84,1,15.35,36,0.37,Master's,Full-time,Single,No,No,Home,Yes,1
40,99808,174515,304,61,4,13.41,36,0.84,High School,Self-employed,Married,Yes,No,Education,No,1
21,100596,198332,523,50,4,17.31,24,0.44,PhD,Part-time,Married,No,Yes,Auto,Yes,1
42,27929,24356,382,118,4,23.79,60,0.51,Master's,Part-time,Married,No,No,Business,Yes,1
31,125494,128733,328,25,4,23.35,60,0.45,Master's,Full-time,Single,No,Yes,Auto,No,1
49,143164,81478,663,42,4,15.86,24,0.7,PhD,Part-time,Married,No,Yes,Other,No,1
59,19732,101290,812,22,2,7.61,24,0.73,Bachelor's,Part-time,Single,No,Yes,Home,Yes,0
37,80993,219484,442,38,4,12.11,48,0.81,High School,Part-time,Divorced,No,No,Other,Yes,0
65,121857,145909,833,60,1,5.44,60,0.84,PhD,Full-time,Single,No,Yes,Auto,Yes,0
21,72105,169806,695,106,3,17.28,24,0.15,Master's,Unemployed,Single,Yes,No,Business,Yes,0
30,122290,189735,763,23,4,23.37,24,0.59,PhD,Self-employed,Married,Yes,No,Education,No,1
69,33416,28170,654,111,1,10.66,60,0.2,Master's,Unemployed,Married,Yes,Yes,Business,No,0
53,111104,197042,325,42,1,4.04,12,0.53,High School,Unemployed,Single,Yes,Yes,Auto,No,1
37,22740,182582,781,18,1,9.73,60,0.14,PhD,Unemployed,Married,No,No,Home,No,1
24,30805,54889,523,44,1,13.15,60,0.44,Master's,Full-time,Single,Yes,Yes,Education,No,0
20,77370,174620,395,23,3,6.23,48,0.36,High School,Full-time,Single,Yes,No,Other,No,0
29,124493,223051,331,39,4,12.17,60,0.13,Master's,Self-employed,Divorced,Yes,Yes,Auto,No,1
57,118890,24966,592,106,4,12.95,24,0.75,Bachelor's,Full-time,Single,Yes,No,Business,No,0
25,110807,38655,510,110,2,15.11,48,0.17,Master's,Self-employed,Divorced,No,No,Other,Yes,0
36,35046,245759,569,4,1,10.6,12,0.11,High School,Part-time,Divorced,No,No,Other,Yes,1
42,39380,124300,398,108,2,22.35,60,0.44,High School,Unemployed,Divorced,No,No,Other,No,1
22,121132,155433,615,111,2,9.53,24,0.17,Master's,Self-employed,Married,Yes,Yes,Other,Yes,0
47,47765,142268,550,49,2,5.15,60,0.86,PhD,Full-time,Divorced,Yes,Yes,Home,No,0
32,43618,29774,430,87,2,10.89,24,0.71,Bachelor's,Part-time,Divorced,Yes,No,Auto,Yes,0
20,43413,201297,381,109,4,16.77,12,0.53,Master's,Part-time,Single,No,No,Education,Yes,1
57,99490,220629,447,68,4,3.99,48,0.69,PhD,Unemployed,Divorced,No,Yes,Auto,Yes,1
56,50203,127135,576,11,3,17.24,36,0.5,High School,Unemployed,Married,No,No,Business,No,0
46,81153,64710,773,100,3,7.2,24,0.86,Master's,Full-time,Divorced,No,Yes,Auto,Yes,0
48,28659,204670,629,92,1,18.98,60,0.22,Master's,Part-time,Married,Yes,Yes,Auto,No,0
51,136802,37335,380,83,4,21.39,24,0.33,PhD,Unemployed,Married,No,Yes,Other,No,0
53,20643,94045,425,43,3,16.75,12,0.38,Bachelor's,Full-time,Single,Yes,Yes,Other,No,0
43,50433,53406,708,45,1,12.46,24,0.38,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,0
28,124039,197039,596,116,2,16.46,48,0.25,Master's,Part-time,Single,No,No,Education,Yes,0
41,120705,143187,753,105,4,11.26,12,0.51,PhD,Full-time,Single,No,Yes,Business,Yes,0
32,38971,236813,845,24,3,24.99,60,0.67,Master's,Full-time,Divorced,No,No,Business,Yes,0
68,133942,54868,596,1,4,6.99,60,0.47,Bachelor's,Full-time,Divorced,Yes,No,Home,Yes,0
39,24165,123632,544,9,4,24.67,36,0.21,PhD,Part-time,Divorced,Yes,No,Business,No,0
23,17721,218809,459,10,1,23.62,48,0.11,High School,Unemployed,Married,No,Yes,Auto,Yes,1
36,86014,190649,638,77,1,23.22,60,0.63,High School,Unemployed,Divorced,No,No,Auto,Yes,1
42,109003,202348,806,56,2,7.17,12,0.68,High School,Full-time,Single,No,Yes,Other,Yes,0
58,149887,102482,453,23,4,11.79,36,0.71,High School,Unemployed,Divorced,No,No,Home,No,0
39,94572,156569,307,0,1,24.66,48,0.3,PhD,Unemployed,Divorced,Yes,No,Business,No,0
66,143398,199413,686,2,3,15.66,36,0.28,High School,Unemployed,Married,No,No,Home,Yes,0
51,121067,210452,586,112,1,14.32,48,0.15,Master's,Full-time,Married,No,Yes,Home,No,0
23,26971,172075,338,7,2,11.67,60,0.41,Bachelor's,Unemployed,Single,No,No,Home,No,1
49,71736,34650,741,8,1,18.36,24,0.18,PhD,Self-employed,Divorced,Yes,No,Education,No,1
44,97031,85650,762,25,4,19.2,48,0.68,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes,0
52,17569,186252,403,29,4,18.36,24,0.64,High School,Unemployed,Married,Yes,No,Education,No,0
27,113108,15587,575,15,3,7.02,48,0.85,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,0
37,37912,6141,746,92,1,7.22,48,0.71,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes,0
49,28917,231420,304,44,1,17.2,48,0.79,High School,Unemployed,Single,Yes,No,Other,Yes,1
64,138379,55231,356,64,3,17.99,48,0.2,PhD,Self-employed,Married,Yes,Yes,Auto,Yes,0
27,29534,236881,426,118,1,16.52,12,0.49,Bachelor's,Self-employed,Married,No,No,Business,Yes,0
54,21860,157939,624,93,2,16.76,60,0.57,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,0
49,54089,175947,445,36,2,14.35,60,0.37,Master's,Self-employed,Divorced,Yes,Yes,Business,No,1
46,73187,166118,499,23,4,3.58,12,0.69,Bachelor's,Part-time,Married,No,No,Business,No,1
56,59479,245513,686,38,3,11.71,12,0.27,High School,Unemployed,Single,Yes,Yes,Education,No,0
67,103759,160251,819,98,1,10.41,12,0.85,Bachelor's,Full-time,Single,No,Yes,Home,Yes,0
34,28624,130438,315,93,1,23.89,36,0.12,Master's,Full-time,Divorced,Yes,No,Auto,No,1
38,40133,233771,609,16,1,18.74,24,0.74,PhD,Full-time,Married,Yes,Yes,Home,No,0
28,133374,68525,309,11,3,17.04,48,0.3,PhD,Full-time,Married,Yes,Yes,Auto,Yes,0
25,21574,196621,558,47,2,13.59,60,0.21,Master's,Full-time,Divorced,No,No,Home,Yes,1
31,133604,134685,407,10,4,4.21,48,0.14,Bachelor's,Unemployed,Single,No,Yes,Education,Yes,0
37,89028,51163,716,58,4,23.38,24,0.39,Master's,Self-employed,Single,No,Yes,Home,Yes,0
35,16344,166771,436,85,1,14.91,48,0.89,High School,Full-time,Single,Yes,No,Other,Yes,1
26,138674,201691,742,0,4,13.02,24,0.31,Master's,Full-time,Divorced,No,No,Business,No,1
44,143540,144852,583,36,3,13.22,24,0.31,High School,Part-time,Single,No,No,Business,No,0
57,115559,174208,471,89,2,10.43,12,0.43,PhD,Self-employed,Divorced,Yes,Yes,Education,No,0
62,95300,36004,335,19,4,17.03,60,0.44,PhD,Part-time,Married,No,Yes,Home,No,0
69,37941,103612,367,60,4,10.58,60,0.33,Master's,Unemployed,Divorced,No,No,Auto,No,0
68,19661,193090,694,72,2,24.17,12,0.12,Bachelor's,Self-employed,Divorced,No,Yes,Other,Yes,0
43,104762,102107,796,9,2,11.22,60,0.19,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,1
25,19021,7163,463,0,1,2.62,24,0.17,Bachelor's,Full-time,Divorced,No,Yes,Business,Yes,1
21,35532,243926,466,23,2,13.43,24,0.4,Master's,Unemployed,Divorced,Yes,No,Business,No,1
62,84267,81830,759,10,2,6.34,48,0.86,Bachelor's,Full-time,Divorced,Yes,No,Home,No,0
49,122763,39765,539,21,3,14.46,36,0.54,Master's,Self-employed,Single,No,No,Home,Yes,1
57,119367,234409,716,59,1,21.97,12,0.88,Master's,Self-employed,Single,Yes,No,Education,No,0
66,80371,216468,758,79,2,6.66,24,0.43,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes,0
18,30793,158750,684,39,4,14.95,60,0.51,Bachelor's,Self-employed,Married,Yes,Yes,Other,Yes,1
68,107637,82971,831,34,3,22.98,12,0.31,PhD,Part-time,Divorced,No,Yes,Education,No,0
51,123625,114669,669,31,4,19.08,36,0.33,High School,Unemployed,Married,Yes,No,Home,No,1
62,115327,106146,757,87,1,13.95,60,0.85,Bachelor's,Part-time,Divorced,No,No,Business,No,0
68,35706,37290,381,24,4,23.48,48,0.63,PhD,Unemployed,Single,No,No,Business,Yes,1
32,108049,136074,314,60,2,11.17,60,0.81,High School,Part-time,Single,Yes,No,Education,No,0
33,108034,231698,558,19,1,7.72,24,0.8,Master's,Part-time,Married,No,No,Auto,No,1
31,145165,33089,382,62,1,3.92,12,0.19,High School,Self-employed,Single,Yes,No,Auto,No,0
35,114045,6686,811,26,1,9.75,36,0.59,PhD,Self-employed,Married,Yes,No,Home,Yes,0
31,42637,231305,473,19,4,24.9,12,0.57,High School,Full-time,Divorced,No,No,Business,No,1
66,29858,240478,332,37,4,21.46,12,0.24,Bachelor's,Full-time,Divorced,Yes,No,Home,No,1
61,35378,224428,436,93,4,15.65,36,0.61,High School,Unemployed,Single,Yes,Yes,Other,No,1
55,84985,60380,459,96,4,10.47,60,0.41,PhD,Self-employed,Single,No,Yes,Other,No,0
54,128103,240133,817,80,1,7.46,36,0.67,Master's,Self-employed,Married,Yes,Yes,Education,Yes,0
21,21949,87693,841,106,1,13.15,48,0.72,PhD,Unemployed,Single,No,No,Business,No,0
42,129623,182335,367,37,2,6.68,36,0.69,Bachelor's,Part-time,Married,Yes,No,Other,Yes,0
56,94017,100363,701,47,2,24.86,12,0.11,PhD,Unemployed,Single,Yes,Yes,Education,No,0
21,15945,137770,809,77,3,18.77,36,0.76,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,1
66,47214,106545,686,31,1,9.25,48,0.64,High School,Part-time,Single,Yes,Yes,Education,Yes,0
41,93671,93481,643,5,2,14.84,24,0.42,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,0
40,29323,69892,390,39,2,11.87,48,0.59,Master's,Part-time,Single,No,Yes,Home,Yes,1
34,107249,38378,670,88,3,19.81,36,0.52,PhD,Full-time,Single,Yes,No,Business,Yes,0
54,60259,79920,348,35,3,11.46,48,0.32,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,0
24,35714,199164,674,86,1,8.22,36,0.25,PhD,Part-time,Single,Yes,No,Other,No,0
43,49691,221802,434,117,1,14.08,12,0.71,PhD,Self-employed,Married,No,No,Education,No,0
18,86416,169953,749,9,2,24.45,24,0.14,Bachelor's,Unemployed,Divorced,No,No,Business,No,1
63,128608,153682,349,18,4,14.71,36,0.9,Master's,Part-time,Married,No,Yes,Auto,No,0
61,30366,42172,829,45,3,12.23,24,0.55,PhD,Self-employed,Single,No,No,Other,Yes,0
59,53713,177248,313,6,2,19.94,36,0.22,Master's,Self-employed,Married,Yes,Yes,Education,No,0
54,18690,193922,628,94,3,13.72,24,0.68,High School,Self-employed,Divorced,Yes,Yes,Other,Yes,0
29,89261,242213,307,15,3,11.91,24,0.59,High School,Self-employed,Divorced,No,No,Education,No,1
47,130048,142683,363,61,1,11.38,24,0.77,PhD,Self-employed,Married,Yes,No,Other,No,0
64,19849,98605,838,45,4,9.14,12,0.4,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,0
65,76258,72748,697,93,3,7.94,48,0.74,Bachelor's,Unemployed,Divorced,Yes,No,Business,No,0
39,16833,165572,529,76,1,17.1,36,0.85,Master's,Full-time,Married,Yes,No,Other,Yes,0
25,77751,124930,340,101,4,4.71,12,0.64,PhD,Full-time,Divorced,No,Yes,Business,No,0
64,70354,224731,523,58,1,3.23,48,0.8,Bachelor's,Self-employed,Married,No,No,Business,No,0
20,123713,54269,665,88,1,12.04,60,0.17,High School,Self-employed,Divorced,Yes,No,Other,No,0
40,45024,214968,396,43,4,21.55,36,0.54,High School,Unemployed,Divorced,No,Yes,Home,No,1
46,134456,58783,385,51,4,14.27,12,0.82,Bachelor's,Full-time,Married,Yes,No,Auto,No,0
39,19529,142120,496,99,2,16.45,48,0.31,PhD,Unemployed,Married,No,Yes,Auto,No,0
49,33551,99784,572,103,4,9.61,60,0.52,PhD,Full-time,Married,Yes,Yes,Education,Yes,0
33,126404,113452,791,111,1,15.09,48,0.42,PhD,Full-time,Married,No,Yes,Other,Yes,0
23,148967,209191,325,27,4,12.8,36,0.5,Bachelor's,Unemployed,Single,Yes,No,Business,No,0
64,31270,192726,320,39,3,20.74,12,0.86,Bachelor's,Full-time,Single,No,Yes,Home,No,0
25,98663,238926,397,80,4,5.91,24,0.59,PhD,Self-employed,Divorced,No,No,Business,No,1
49,115986,111371,560,70,3,11.02,48,0.29,High School,Self-employed,Married,No,Yes,Education,No,0
48,38839,197422,541,98,1,9.9,24,0.35,Master's,Self-employed,Single,Yes,Yes,Business,Yes,0
25,68599,223044,840,31,4,4.89,60,0.21,High School,Unemployed,Married,Yes,No,Home,Yes,0
36,101932,11760,561,87,2,11.96,36,0.37,Master's,Self-employed,Single,No,No,Home,Yes,0
65,94162,171956,573,112,4,20.15,36,0.31,Master's,Part-time,Single,No,No,Home,Yes,0
34,118371,65113,836,23,1,19.59,36,0.46,Bachelor's,Unemployed,Married,No,Yes,Education,No,0
23,89870,167405,753,48,2,6.32,12,0.86,Bachelor's,Unemployed,Married,Yes,Yes,Education,Yes,0
63,101296,46298,822,86,2,15.97,36,0.8,Master's,Unemployed,Divorced,Yes,Yes,Business,Yes,0
67,145179,149848,362,17,2,24.59,60,0.1,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No,0
19,113547,8284,308,64,2,22.21,36,0.9,High School,Unemployed,Married,No,No,Other,No,0
20,33327,178552,540,21,3,19.96,60,0.58,PhD,Self-employed,Married,Yes,No,Other,No,0
20,92372,246145,802,38,3,7.9,36,0.11,High School,Full-time,Divorced,No,No,Other,Yes,0
32,42373,218284,533,3,1,9.83,48,0.33,Bachelor's,Self-employed,Divorced,Yes,No,Business,Yes,0
66,37312,87516,504,83,3,15.3,12,0.11,Master's,Full-time,Single,No,No,Business,No,0
49,114005,184917,583,78,4,23.44,60,0.86,Master's,Self-employed,Married,Yes,No,Auto,Yes,0
40,145205,77536,585,39,4,21.24,12,0.81,High School,Unemployed,Single,No,No,Auto,No,0
42,16513,35049,355,24,1,18.01,24,0.44,PhD,Self-employed,Married,No,No,Business,Yes,0
20,74300,226809,723,110,1,17.17,60,0.21,PhD,Self-employed,Divorced,No,No,Business,Yes,0
22,60156,225868,413,4,4,9.46,48,0.81,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,1
21,135959,113483,384,68,4,4.1,36,0.88,Bachelor's,Self-employed,Single,No,Yes,Other,No,1
31,50193,49397,807,46,4,24.88,36,0.83,PhD,Part-time,Married,No,Yes,Education,Yes,1
42,147113,204238,746,52,1,14.79,12,0.13,PhD,Unemployed,Single,No,Yes,Education,Yes,0
38,63241,136520,616,51,1,3.65,48,0.34,High School,Part-time,Married,Yes,Yes,Education,Yes,0
63,104005,171984,545,118,2,2.39,36,0.86,PhD,Full-time,Single,No,Yes,Business,No,0
63,109765,64349,747,38,2,15.42,36,0.7,Bachelor's,Self-employed,Married,No,No,Education,No,0
25,103368,237965,624,94,1,3.37,24,0.34,High School,Unemployed,Single,Yes,No,Other,Yes,0
25,116592,201346,809,55,4,15.65,48,0.46,Bachelor's,Full-time,Divorced,No,No,Home,Yes,0
58,54290,108855,420,55,4,14.22,24,0.82,High School,Full-time,Single,No,No,Business,No,0
41,42675,194344,715,83,2,5.0,36,0.16,High School,Full-time,Married,Yes,No,Education,Yes,0
20,100833,100397,701,1,4,3.18,12,0.76,High School,Part-time,Divorced,No,No,Home,Yes,1
65,69114,88953,498,11,3,13.84,12,0.88,High School,Unemployed,Married,No,Yes,Business,Yes,0
39,54656,30987,346,119,1,17.65,24,0.53,Bachelor's,Unemployed,Divorced,No,No,Other,No,0
47,74978,196012,445,104,3,17.63,36,0.78,Bachelor's,Part-time,Single,No,Yes,Auto,No,1
31,79722,22050,579,26,1,9.78,24,0.79,Bachelor's,Unemployed,Married,Yes,No,Home,No,0
32,142939,111567,347,109,1,14.51,36,0.59,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes,0
46,87602,168965,743,20,4,19.33,60,0.29,Bachelor's,Part-time,Single,No,No,Auto,No,0
32,37184,144977,813,4,2,17.05,60,0.74,Master's,Unemployed,Divorced,No,No,Education,Yes,0
43,29357,66975,604,61,2,22.57,36,0.87,Bachelor's,Part-time,Single,No,No,Home,No,1
22,141474,201994,593,92,4,11.47,12,0.42,PhD,Part-time,Single,No,No,Other,Yes,0
59,48537,97774,306,115,4,15.29,24,0.59,High School,Part-time,Single,Yes,Yes,Other,No,0
21,118443,171099,364,103,4,4.59,60,0.29,Master's,Part-time,Married,No,No,Other,No,0
24,147852,99042,601,11,2,18.44,36,0.12,Master's,Self-employed,Single,Yes,Yes,Other,No,1
64,16530,34123,595,5,1,5.14,48,0.89,Bachelor's,Part-time,Married,No,Yes,Other,No,0
52,56074,77225,581,37,4,8.65,24,0.58,Master's,Self-employed,Married,No,Yes,Home,No,0
18,44255,146109,514,76,2,11.36,36,0.39,Bachelor's,Unemployed,Single,No,Yes,Auto,No,0
64,54429,83458,329,81,4,12.76,12,0.79,Master's,Part-time,Single,Yes,No,Education,No,1
64,72649,222417,396,101,2,3.84,24,0.4,Master's,Part-time,Married,Yes,Yes,Auto,No,0
33,129811,201229,414,115,4,16.8,60,0.13,PhD,Self-employed,Married,Yes,No,Other,No,0
18,129174,136691,567,62,1,10.53,36,0.89,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
23,26887,43682,628,18,4,22.54,60,0.45,Master's,Full-time,Divorced,Yes,No,Home,No,1
47,30664,115269,653,111,4,8.81,24,0.8,Bachelor's,Unemployed,Married,Yes,Yes,Business,Yes,0
38,107324,88751,481,95,3,15.49,48,0.22,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,0
20,101556,232395,438,27,3,18.95,60,0.89,PhD,Full-time,Married,Yes,Yes,Auto,No,1
51,126680,12402,557,52,2,23.14,48,0.48,Bachelor's,Full-time,Divorced,Yes,No,Home,No,0
25,41807,228316,715,74,2,11.96,12,0.67,Bachelor's,Part-time,Divorced,No,Yes,Business,Yes,1
64,95206,65776,832,20,4,20.16,48,0.28,Master's,Self-employed,Divorced,Yes,No,Other,No,0
23,27939,85154,715,78,4,4.46,60,0.81,High School,Self-employed,Single,Yes,Yes,Auto,Yes,0
58,108470,140481,300,100,3,17.26,36,0.65,High School,Self-employed,Married,No,Yes,Education,No,1
55,38792,52133,690,113,2,24.76,60,0.27,Master's,Full-time,Married,Yes,No,Other,Yes,0
35,96915,31777,464,81,4,12.4,48,0.85,Master's,Unemployed,Single,No,No,Home,Yes,0
43,58071,100264,399,79,1,2.17,48,0.26,Bachelor's,Unemployed,Married,No,No,Home,No,0
26,49480,175258,370,57,3,4.71,60,0.45,High School,Self-employed,Single,No,Yes,Education,Yes,1
53,80353,117871,306,103,4,4.21,60,0.64,Master's,Full-time,Single,Yes,No,Business,Yes,0
60,146346,84811,831,1,4,12.85,12,0.43,High School,Unemployed,Divorced,Yes,Yes,Home,No,0
25,132235,206305,305,111,2,12.71,24,0.22,PhD,Full-time,Divorced,No,No,Business,No,0
