Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,income
47.2,130835.7889861648,87312.4233364855,767.4283545116028,58.0432384102706,2.0,15.953445708670992,47.99999999720603,0.16999999994179232,PhD,Part-time,Married,Yes,Yes,Home,No,0
19.6,62608.066570897834,177830.92543446246,574.0797094342018,25.219030392174385,4.0,23.403908145426286,23.999999991618097,0.3699999996158295,PhD,Unemployed,Divorced,Yes,No,Auto,No,1
67.4,66212.71137615101,42855.941664189086,601.1631451908413,48.08853421222617,3.0,7.834286061964065,60.0,0.26,PhD,Self-employed,Single,Yes,Yes,Education,Yes,0
18.0,55651.0864726864,245863.69333481038,409.627903231333,12.874703049397725,1.0,19.482569398247307,47.99999999720603,0.2699999995925464,High School,Part-time,Married,Yes,No,Other,No,1
26.0,114724.58401613928,242499.66893972358,409.6006594581065,3.9804944749876143,4.0,13.933006678682988,12.0,0.23999999988358467,Bachelor's,Full-time,Single,Yes,Yes,Education,No,1
18.0,52291.73062305961,200851.7445207787,635.276075851935,100.96459914417113,4.0,16.539628263059917,47.99999999720603,0.17999999972060324,High School,Part-time,Married,Yes,No,Business,No,1
26.4,115437.28434073816,215911.802490212,613.8472594206332,38.44706187198103,4.0,18.27176591043402,60.0,0.36000000002328314,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,1
66.0,109473.76530296303,16793.351932939455,723.4913841596551,116.36458490285199,1.0,7.510554271657149,12.0,0.789999999452848,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
19.4,54782.777698622034,68686.89134914588,636.2520747765088,25.4170231023843,4.0,23.464423938722916,47.99999999720603,0.4900000001280569,PhD,Part-time,Single,Yes,Yes,Home,No,1
50.199999999999996,139034.07018175256,107872.3345924151,605.4076902913879,62.549654245271725,1.0,21.884811543336795,60.0,0.8699999999185093,Bachelor's,Part-time,Married,Yes,No,Education,No,0
43.6,52169.90314240076,217467.14259732215,630.9575179575378,15.397177004813493,2.0,14.862790069403777,23.999999991618097,0.370000000174623,High School,Part-time,Married,Yes,No,Auto,No,1
59.6,86750.00128952553,23056.94452840298,839.5899352816841,94.57968556964298,4.0,21.71551257397875,12.0,0.3599999998370186,Master's,Unemployed,Married,Yes,No,Home,No,0
19.6,16264.684414558506,54050.91061948121,596.8141362906467,17.21932830014716,2.0,19.858553568897435,23.999999991618097,0.2699999999650754,High School,Self-employed,Divorced,Yes,Yes,Education,No,1
68.0,21983.42720186045,217638.5018916797,572.0300132553164,57.09903155269544,4.0,17.937833633708728,60.0,0.34000000009313225,Bachelor's,Unemployed,Divorced,Yes,No,Auto,No,0
52.800000000000004,98313.32482097259,223767.78494772682,518.3176775780315,30.807738411428343,4.0,17.638949581787216,60.0,0.31999999997671696,Bachelor's,Unemployed,Married,No,No,Auto,No,1
58.599999999999994,59000.74608268024,100712.65204501168,772.7316633136318,33.25036705337706,4.0,14.836204541422475,23.999999991618097,0.4999999999068677,High School,Part-time,Married,Yes,Yes,Home,No,0
68.6,20029.913941812913,222408.9002071621,501.4474312699045,114.95229988101691,1.0,2.985164288758571,60.0,0.6099999998952261,High School,Full-time,Married,Yes,Yes,Other,Yes,0
67.0,56508.61162595256,238083.90319991016,765.0827981264058,100.27444054681678,4.0,19.851628938874143,47.99999999720603,0.4799999997904524,Master's,Unemployed,Single,Yes,Yes,Other,Yes,0
25.8,63694.5218186219,239126.73694414244,560.8147076221217,15.954874626815988,4.0,17.34792940622846,47.99999999720603,0.42999999977881087,PhD,Full-time,Married,Yes,No,Business,No,1
21.2,43013.41558002947,227222.31633569632,502.2002195388079,45.6847679136984,4.0,14.031307635640566,12.0,0.4400000001164154,Bachelor's,Full-time,Single,Yes,No,Auto,No,1
18.0,18315.62620366845,235303.5772454514,361.86483735913987,15.81289501972797,4.0,22.726249863043485,47.99999999720603,0.3699999996158295,Bachelor's,Full-time,Divorced,Yes,No,Business,No,1
25.2,17697.80009000371,185093.66004506443,347.94381619942,45.48514379665375,2.0,15.10959936751742,60.0,0.11999999993015081,High School,Full-time,Divorced,Yes,No,Home,No,1
53.0,22163.149983212155,177464.5927500689,486.82943709586505,44.60184393022252,4.0,13.672797197059912,60.0,0.17999999990686777,High School,Full-time,Divorced,Yes,Yes,Business,No,0
55.6,23300.39314662232,206140.61588842902,634.2716809483877,114.22666238952118,2.0,15.455039075276591,60.0,0.20999999980209397,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,0
53.0,63752.688917467996,147074.4626759725,340.90012477545537,23.911671420073063,2.0,22.440567513678822,47.99999999720603,0.10999999959254639,PhD,Full-time,Single,Yes,No,Auto,No,1
65.8,100976.19656734732,41913.43574485588,741.6383181511515,47.56334362029176,2.0,3.175582263098467,35.999999994412065,0.8599999999534339,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0
65.8,97360.22454498947,210797.75832408055,546.2903759899293,113.80997269549638,2.0,24.22692165173519,60.0,0.46999999963911254,Bachelor's,Unemployed,Single,Yes,No,Auto,No,0
68.6,49282.97107347473,37168.3504596372,676.7288321980109,106.11914035075324,4.0,23.45251868398686,60.0,0.6499999999417924,High School,Self-employed,Single,Yes,Yes,Other,Yes,0
67.0,62671.88863631545,228484.02336399164,750.6993660204344,51.373642555990635,2.0,22.69030206667965,47.99999999720603,0.2899999998952262,High School,Part-time,Married,Yes,No,Auto,No,0
59.6,58391.12208872757,41878.61557064546,743.7658075193795,114.06641840144675,2.0,11.91750191836327,35.999999994412065,0.4999999999068677,PhD,Part-time,Single,No,Yes,Auto,No,0
52.800000000000004,51978.96146724581,162490.30057796516,434.1650191238534,17.780409260601832,2.0,23.57027482634882,47.99999999720603,0.629999999825377,High School,Part-time,Divorced,Yes,No,Home,No,1
31.4,17735.625442984892,139053.27291748795,382.79427332449575,55.20328397378402,3.0,18.27179502953817,60.0,0.7400000001862646,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,1
37.0,131084.53768810665,213748.919257547,398.32184279717546,42.238557223751805,4.0,24.565748550113234,47.99999999720603,0.36000000002328314,High School,Unemployed,Divorced,No,No,Home,No,1
41.4,69375.8697807146,81165.0154978421,742.7095427775545,116.14524240492499,4.0,15.738847075011314,12.0,0.6999999999534339,Bachelor's,Part-time,Divorced,Yes,Yes,Home,No,0
18.4,25708.54027702858,215559.16656762344,571.5111008951233,16.879150287220057,2.0,18.836495430529233,12.0,0.7200000000698492,Bachelor's,Unemployed,Married,No,No,Other,No,1
18.0,52414.70010220252,246906.1520792139,683.8126079574722,8.43375538974855,4.0,17.753460796096704,60.0,0.3999999998835847,High School,Part-time,Married,Yes,No,Auto,No,1
68.8,30318.71763863664,213648.18706020902,710.2355316076976,87.10009576475716,2.0,16.28758566241888,12.0,0.739999999254942,Bachelor's,Unemployed,Single,No,No,Education,No,0
51.2,143385.10225565988,41315.62008634107,584.9660144378352,46.23009537072622,3.0,10.80555491471094,35.999999994412065,0.34000000009313225,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,0
27.2,52111.943513945196,231477.81969623588,635.309583769252,16.479646762246187,4.0,13.671552730051697,47.99999999720603,0.31999999979045246,PhD,Self-employed,Divorced,Yes,No,Business,No,1
21.2,56505.77561067482,228477.3674734955,759.5455415785652,16.045288578384856,3.0,19.68465759761274,47.99999999720603,0.2699999995925464,High School,Part-time,Married,Yes,No,Auto,No,1
64.8,69050.21203755174,50181.80805204013,476.86171911234544,111.50005319912452,1.0,20.812785905448905,60.0,0.4733333333333334,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,No,0
69.0,55185.62473458765,215147.73192664323,843.8732876279096,114.56534384483595,1.0,23.501088247043334,47.99999999720603,0.3599999998370186,High School,Part-time,Married,Yes,No,Auto,No,0
67.0,30907.143922092895,213630.1291216887,569.8764545609887,84.97490515699025,2.0,17.753577015580046,12.0,0.39000000010477376,High School,Part-time,Divorced,Yes,No,Auto,No,0
61.2,124248.4158174103,25642.230248749773,588.0189681421078,44.8895911136385,4.0,16.87502525748802,60.0,0.38999999935971574,Master's,Part-time,Married,Yes,Yes,Auto,No,0
37.0,54061.03138845275,223693.5255709974,809.977555803018,105.21219280157523,2.0,17.353594008722247,60.0,0.33999999990686774,PhD,Unemployed,Single,Yes,No,Auto,No,1
18.2,59321.492321025464,227518.59460341712,555.2994040833552,104.48251232702343,1.0,23.77374934665248,47.99999999720603,0.639999999976717,High School,Full-time,Single,Yes,No,Auto,No,1
20.0,52416.662271804795,178070.35201712287,613.2661500636642,27.630180509907703,2.0,22.178432718640764,47.99999999720603,0.19000000005820766,High School,Part-time,Single,Yes,No,Other,No,1
62.8,111150.45162541849,246300.02967544366,476.5993549357167,106.84125970998808,4.0,15.41768873906175,60.0,0.3899999991734512,Master's,Unemployed,Married,Yes,No,Auto,No,0
39.0,30306.789033942805,221478.6297195029,774.6070993022545,115.91035924756675,2.0,3.3437471611108043,60.0,0.23999999913852663,High School,Full-time,Married,Yes,Yes,Education,No,0
26.200000000000003,64123.84420706002,227518.71346267842,829.8329738035875,21.75450580910652,3.0,14.835089108444539,47.99999999720603,0.6899999992433005,High School,Part-time,Married,Yes,No,Other,No,1
68.0,55668.04637576478,226716.56088228256,500.10188171735547,113.16576939429291,1.0,19.508848940112827,47.99999999720603,0.21999999976716936,High School,Full-time,Divorced,Yes,Yes,Auto,No,0
25.6,50689.476770098896,223656.21539792424,670.2305697165966,15.95486753386326,4.0,17.18232688232612,60.0,0.629999999825377,High School,Part-time,Married,No,No,Other,Yes,1
67.0,72608.9921221796,108097.68268340679,622.3476925977384,89.22069013915505,2.0,19.864217395238633,47.99999999720603,0.46999999963911254,Bachelor's,Part-time,Married,Yes,No,Home,No,0
68.6,55091.00164390355,229063.1279283909,402.49636474728965,94.76087524107677,2.0,5.858486693582611,60.0,0.7099999999185093,High School,Full-time,Married,No,No,Auto,Yes,0
47.8,21899.03753633728,238208.40599475623,692.7018203303921,118.06207755395725,1.0,19.840823535183638,60.0,0.2699999995925464,High School,Self-employed,Single,Yes,No,Other,Yes,0
23.6,121675.64875704065,238966.14969809682,846.6671204344992,33.508961951711434,3.0,24.85903778368818,60.0,0.4999999999068677,PhD,Unemployed,Married,Yes,No,Auto,No,1
68.19999999999999,47397.253053097345,91153.38403465072,478.7340043666153,29.585633212371178,1.0,21.14019357049144,60.0,0.47999999997671694,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,No,0
34.0,59319.47289437206,242475.96016728226,572.5142933580825,111.50252154667454,4.0,17.353289023575677,12.0,0.5200000000232831,High School,Full-time,Single,No,No,Auto,Yes,0
18.0,17293.992819979787,236200.51215898257,410.6649967983051,47.58931092023601,1.0,19.863378936327848,47.99999999720603,0.4400000001164154,PhD,Full-time,Single,Yes,No,Other,No,1
54.8,44201.490214709076,13430.244590665736,625.1602383300569,0.5289782563990397,2.0,4.2633224858817,35.999999994412065,0.8300000000582076,Master's,Part-time,Divorced,No,No,Education,No,0
34.2,53525.97141065564,61663.873682288424,776.9112632008994,52.00433378224362,4.0,20.23891146110811,47.99999999720603,0.6700000000582077,PhD,Full-time,Married,Yes,Yes,Education,Yes,1
31.799999999999997,54650.72169516229,42879.40758503028,635.481964818547,23.425080676894886,4.0,11.957148777690518,47.99999999720603,0.2899999998952262,High School,Part-time,Married,Yes,Yes,Home,No,0
18.0,17719.14546838336,158297.07188479998,406.4173035198863,16.850977051269957,2.0,22.375062509815926,60.0,0.31999999997671696,High School,Full-time,Married,Yes,Yes,Auto,No,1
67.8,149717.05168791002,78239.22075050866,649.2365415879144,113.72678679524147,2.0,19.007859126366178,12.0,0.4900000001280569,Bachelor's,Part-time,Divorced,No,No,Home,No,0
40.599999999999994,52078.251384701405,200712.1836149395,400.4677749989712,0.1243820190719287,4.0,17.576685796502673,60.0,0.7400000001862646,High School,Part-time,Divorced,No,No,Auto,No,1
51.8,19075.29644825107,107889.09756954972,746.7079579915637,45.797389817144115,2.0,13.936471841371729,12.0,0.4900000001280569,Bachelor's,Part-time,Single,Yes,Yes,Education,No,0
67.6,103286.80869948743,49041.36535999397,339.9051706986281,79.55737845892025,1.0,9.577892482620173,12.0,0.4799999997904524,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0
27.0,18818.485940940325,94982.49770400638,631.0245314913393,13.8208319863353,2.0,16.07523987321538,60.0,0.2999999998603016,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,No,1
61.6,114741.44819749553,169781.02357882567,484.65971313641865,54.20740503869192,1.0,3.9198799846786727,60.0,0.7300000000349246,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,0
29.6,55701.31281674591,92612.70855823827,628.9053993855848,60.058247395106186,2.0,14.835067162060893,47.99999999720603,0.47000000001164155,Bachelor's,Part-time,Married,Yes,Yes,Home,No,1
34.2,17273.521444402522,219567.49884333636,547.9275772706437,51.954697299039616,4.0,19.32977614879836,60.0,0.23999999988358467,High School,Full-time,Divorced,Yes,No,Auto,No,1
34.6,20925.808861426733,199346.23883957654,640.9219663303629,55.28141999647055,2.0,12.726857296216036,60.0,0.14000000004656615,Bachelor's,Part-time,Married,Yes,No,Auto,No,0
34.0,51423.94379321158,240094.34794706627,555.4664157567234,18.337191863995326,1.0,22.376136656828727,60.0,0.17999999972060324,High School,Unemployed,Single,Yes,No,Auto,Yes,1
26.0,17912.351813894777,234877.4419267749,547.9563632407123,18.24901230336377,1.0,19.504140316737853,60.0,0.32999999975552785,Bachelor's,Full-time,Married,Yes,Yes,Business,No,1
67.6,21511.96431515109,238164.4787144392,574.1991582997607,117.82965540183467,3.0,19.841524791727196,60.0,0.4999999999068677,PhD,Full-time,Married,Yes,No,Business,No,0
66.19999999999999,49458.70380514225,39979.37860539634,661.8847527338389,110.37568534220935,3.0,7.7873013650316985,60.0,0.2899999998952262,PhD,Part-time,Divorced,Yes,Yes,Business,No,0
18.8,50042.6467860743,162818.90713890526,575.7317368955657,38.6831435998164,3.0,22.46329405914603,60.0,0.31999999997671696,PhD,Part-time,Divorced,Yes,No,Business,No,1
56.0,46679.27895184473,92768.51839201723,744.6914828928866,46.64999828316505,1.0,3.3848253903432806,35.999999994412065,0.3599999998370186,Master's,Unemployed,Single,Yes,Yes,Auto,No,0
65.4,52146.60920161046,58131.56117014856,473.42737865900324,106.34313582567104,2.0,22.738008151947987,47.99999999720603,0.47000000001164155,High School,Part-time,Divorced,Yes,Yes,Auto,No,0
61.6,54401.50789752522,39326.52831422317,748.5318240170675,49.92526155312668,1.0,11.600817791647469,47.99999999720603,0.2599999998137355,PhD,Self-employed,Single,Yes,No,Auto,Yes,0
20.0,80649.31261539792,243901.83487725022,355.97996005625,19.267340516966613,1.0,20.895214215373905,47.99999999720603,0.29000000008149074,PhD,Self-employed,Divorced,Yes,No,Home,No,1
68.6,21191.261663814603,38694.967519029735,486.419954115157,40.759591436423264,3.0,9.427223846513598,60.0,0.2599999998137355,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
33.8,52416.7766916309,124424.32718461016,592.619838941521,14.905337448908329,3.0,16.900217345338366,60.0,0.15999999979045243,High School,Self-employed,Married,Yes,Yes,Business,No,1
67.0,53805.217254392854,119517.1574487065,569.9284492833374,115.96852151536581,3.0,14.474127558566195,60.0,0.2599999998137355,High School,Self-employed,Married,Yes,Yes,Auto,Yes,0
18.4,17665.00939792325,181618.60655620196,364.56566872973127,16.734404373153673,1.0,9.560767061070253,12.0,0.639999999976717,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,1
34.0,49979.1278184932,147136.6326285658,666.6324517933261,97.24584889394367,3.0,18.091599910869633,35.999999994412065,0.11999999993015081,PhD,Part-time,Single,No,No,Other,No,0
23.6,52412.624644088006,118430.26319227886,597.8513142214742,0.030187606818552037,3.0,16.787960463556917,60.0,0.2599999998137355,High School,Self-employed,Single,Yes,No,Business,No,1
20.0,52416.65438403321,180556.48059644652,339.55674132880677,8.005972234533628,4.0,22.444601938795437,47.99999999720603,0.15999999979045243,High School,Self-employed,Single,Yes,Yes,Auto,Yes,1
19.0,17482.45877189386,245326.3829718545,407.973378727672,2.1081604559691995,1.0,20.738528812254906,60.0,0.2599999998137355,Bachelor's,Full-time,Divorced,Yes,No,Other,Yes,1
19.4,81605.11286616794,185399.71557067698,502.14604362732405,30.021590940193647,3.0,18.666987601184985,23.999999991618097,0.8099999999417923,PhD,Unemployed,Married,No,Yes,Auto,No,1
30.8,63596.71169111173,237075.87149301448,415.4784138951168,28.2428485155671,3.0,22.8117990504256,47.99999999720603,0.4699999998253771,High School,Part-time,Divorced,Yes,No,Auto,No,1
18.4,20895.9595225139,229023.19520898705,769.2148580863641,1.286725572609977,2.0,21.137306325670174,47.99999999720603,0.2400000000698492,PhD,Full-time,Divorced,Yes,Yes,Auto,No,1
39.2,24070.429242937462,177385.88658829822,343.6538956157523,1.404057168961516,2.0,23.787643264913385,47.99999999720603,0.33999999934807423,Bachelor's,Unemployed,Single,Yes,Yes,Home,No,1
64.6,51952.87428112651,119377.91410926216,800.5847842690034,108.05237437879023,3.0,19.840050331971156,60.0,0.2999999998603016,PhD,Self-employed,Married,Yes,No,Business,No,0
67.0,52723.14609925312,41382.66024583547,430.543096788354,104.2707096655552,4.0,5.6760592744141025,12.0,0.3499999998719432,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,0
26.0,66862.23379287013,23971.656258909883,677.35896168448,47.637535905846754,2.0,17.74815583059754,35.999999994412065,0.6599999999068678,High School,Part-time,Married,Yes,No,Auto,No,1
35.0,49974.9882154027,238996.98238363417,801.7995910644065,56.9263749250505,4.0,14.883954144763749,35.999999994412065,0.47000000001164155,PhD,Part-time,Married,Yes,No,Auto,No,1
45.2,49982.36362751652,178742.2533832449,572.2095313589576,32.68830726544566,4.0,22.731781689916225,47.99999999720603,0.2699999997788109,High School,Part-time,Single,Yes,No,Other,Yes,1
26.4,21339.220860363035,236700.5481663394,366.17379387984374,1.8779160896963245,2.0,16.979062983072147,60.0,0.31999999997671696,Bachelor's,Full-time,Married,Yes,No,Auto,No,1
60.0,20820.656318456786,115602.16841933368,740.0107972393769,56.76675533847109,2.0,3.3401111163851134,12.0,0.4700000001979061,High School,Part-time,Married,Yes,Yes,Education,No,0
18.0,94446.71348267182,198558.54459858467,558.0224171401985,1.0541334389834975,3.0,7.670540111120916,12.0,0.5799999998137355,Bachelor's,Part-time,Single,No,No,Other,No,1
18.0,50584.63461565474,147196.55383693904,640.8099237165437,23.893499302885846,4.0,24.77211351084572,60.0,0.7400000001862646,Master's,Part-time,Married,No,No,Auto,No,1
56.6,44138.53819249536,50165.65933318009,339.26956050150784,59.452757374488925,1.0,9.246561949676034,47.99999999720603,0.2799999999301508,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,0
19.6,76414.92877305321,182962.87457340464,624.6157276752908,16.45079263054086,3.0,19.572215172539515,23.999999991618097,0.36999999980209397,Master's,Part-time,Married,Yes,No,Auto,No,1
23.2,17810.345517601432,232782.44752241822,426.21888779388246,26.86976627117716,2.0,15.10635512462034,60.0,0.8300000000582076,Bachelor's,Part-time,Divorced,No,No,Other,No,1
63.4,62651.965570852386,223813.13500305943,571.8995807270751,90.8600276708277,4.0,24.492849643664172,60.0,0.34000000009313225,PhD,Unemployed,Married,No,No,Business,No,0
30.0,56251.871134399174,96063.61679196908,579.5390301410898,27.77392628993232,4.0,16.900584246050705,60.0,0.3999999998835847,Bachelor's,Part-time,Married,Yes,No,Auto,No,1
19.4,54094.980608769685,235183.50292767014,844.2901233020914,107.99393531959363,4.0,23.42074657786422,47.99999999720603,0.3899999999185093,PhD,Unemployed,Married,Yes,No,Auto,No,1
20.0,17681.483276000126,243950.88257347952,398.87590983157884,79.65276445952541,3.0,13.913361897935012,60.0,0.5399999993946404,High School,Self-employed,Single,Yes,No,Other,Yes,1
67.0,49864.54520889967,41892.630697324086,738.4024427729664,30.82622353286162,3.0,13.042867519076184,60.0,0.19000000005820766,High School,Self-employed,Married,Yes,No,Home,No,0
18.2,71039.90857994786,174914.49079692236,573.8022300668066,16.899741156701868,1.0,21.963182641375624,23.999999991618097,0.6699999996856787,PhD,Part-time,Married,Yes,No,Other,No,1
46.8,51230.459835850736,244806.7955285606,339.29702566594284,63.68454092337856,3.0,22.62301544468687,60.0,0.19000000005820766,Bachelor's,Self-employed,Single,Yes,No,Business,No,1
67.8,102125.64462743458,19543.40276814611,391.89337120994304,12.26759594638543,4.0,9.577804434799544,60.0,0.4999999999068677,Bachelor's,Part-time,Married,Yes,No,Home,No,0
60.6,137186.02525836695,9738.5095277658,574.9653705197771,115.83772741161233,2.0,5.041083614316555,60.0,0.18999999987194316,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0
65.0,44516.67811954107,126774.3538679216,317.5840010828301,100.6711210488973,4.0,5.401035148797332,12.0,0.8800000000698492,High School,Self-employed,Married,Yes,Yes,Education,Yes,0
68.6,19053.76104056946,68201.10208433148,835.8628986500815,118.72127532952494,2.0,3.3422673004032735,60.0,0.47000000001164155,Bachelor's,Part-time,Single,Yes,Yes,Auto,No,0
51.2,31616.626224436244,194494.58385018038,842.5079700901424,53.20959679275043,4.0,19.013560716545577,35.999999994412065,0.4400000001164154,High School,Part-time,Divorced,No,No,Auto,No,1
34.0,54745.069468050046,223701.21686026015,777.7745797524169,38.91552302798152,3.0,20.854529233219694,60.0,0.4699999998253771,PhD,Unemployed,Divorced,Yes,No,Business,No,1
27.4,63690.402076374594,235299.49051727995,574.067143693582,46.6336561200753,2.0,23.44320871223072,47.99999999720603,0.3100000000116415,PhD,Full-time,Single,No,No,Business,Yes,1
52.0,102389.77385546494,10941.22226741659,340.4780250523421,32.30847252609871,2.0,9.561075723574282,60.0,0.2599999998137355,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,0
44.0,60498.2049506994,246634.22034029712,634.8116852950332,33.501691675163265,4.0,5.445737437888919,23.999999991618097,0.3866666665968175,High School,Part-time,Divorced,Yes,Yes,Home,No,0
18.6,54151.03645598796,239997.78603299469,841.3393187600512,53.207795155050185,4.0,23.47153303077713,47.99999999720603,0.370000000174623,PhD,Part-time,Married,Yes,No,Auto,No,1
26.200000000000003,22813.36661810716,163977.8153358255,486.1529187374173,39.77145817195332,4.0,14.99795510565349,60.0,0.42000000000000004,Bachelor's,Unemployed,Divorced,No,No,Business,No,1
20.2,30359.85726982701,242472.26338189846,568.2880741321221,89.01575342822255,4.0,15.91808417515319,12.0,0.8400000002095477,High School,Full-time,Single,Yes,No,Other,No,1
29.4,54330.130541091115,241948.7969289694,533.3519176462088,2.953612077271941,4.0,17.34796217057341,60.0,0.32000000016298147,High School,Full-time,Single,Yes,No,Auto,Yes,1
18.4,54156.82828011034,158633.37857530298,636.2855175035739,46.74167466949245,2.0,22.7516925250673,47.99999999720603,0.4200000001862646,PhD,Part-time,Single,Yes,No,Home,No,1
53.6,52028.428542582886,48596.082008237965,411.60192221975933,45.999524756334615,4.0,16.425991189269347,47.99999999720603,0.2699999995925464,High School,Part-time,Single,Yes,No,Auto,Yes,0
36.2,54167.938284955206,54288.45661364693,742.6830750239741,18.612965921548422,2.0,23.40022736219462,60.0,0.4900000001280569,PhD,Part-time,Single,Yes,No,Auto,No,1
27.6,17731.104241446617,198440.076648891,537.584523216026,82.88699505335815,4.0,17.62272774637973,12.0,0.7400000001862646,Bachelor's,Full-time,Divorced,No,No,Auto,Yes,1
68.0,80487.50557162904,222870.36433099545,555.9727655718971,89.36623755687992,2.0,22.692128182440563,12.0,0.2899999998952262,High School,Full-time,Single,Yes,No,Auto,No,0
50.4,43803.012155717704,107879.63114801786,566.5634082408071,105.23990510642525,1.0,9.738602959555248,12.0,0.28999999915016816,Bachelor's,Part-time,Married,Yes,No,Home,No,0
34.6,22624.279889141508,240431.47535962783,426.20085744843834,42.16581209450164,4.0,16.84982871077485,60.0,0.4699999998253771,High School,Part-time,Divorced,Yes,No,Auto,No,1
32.8,49443.35552149856,47630.915833094834,600.6343219949944,15.461417877688403,2.0,14.297307873993951,12.0,0.5400000001396984,PhD,Self-employed,Divorced,No,Yes,Home,Yes,1
18.0,23301.519746667826,110303.58601049139,630.9250578137405,113.3764371556175,1.0,3.8807511349443233,12.0,0.2899999998952262,Bachelor's,Part-time,Single,Yes,Yes,Home,No,1
65.8,23309.584003216725,92623.95199416764,579.0450455106434,80.73748271068034,3.0,14.094331086965822,23.999999991618097,0.4700000001979061,Master's,Part-time,Married,Yes,Yes,Auto,Yes,0
66.0,35957.27132875246,106525.6303025609,565.8697348758276,84.78333156900092,1.0,4.644082762360126,60.0,0.2999999998603016,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0
68.0,96832.58906575726,73275.12501398919,723.0842940446651,38.503450707649684,2.0,7.557231842332341,60.0,0.3799999999534339,Bachelor's,Part-time,Single,Yes,No,Education,No,0
22.8,68567.68647262703,42981.60966762845,534.1473606638954,107.58652337398067,1.0,14.29631825802762,12.0,0.2599999998137355,High School,Self-employed,Single,Yes,Yes,Home,Yes,1
52.400000000000006,52282.75242204423,163810.2524655895,334.74121615820127,22.343504631506164,4.0,22.283628704767587,47.99999999720603,0.20999999980209397,High School,Self-employed,Divorced,Yes,Yes,Other,Yes,1
34.8,35079.80038947002,55301.39736773013,350.2623936627671,1.0496648510567994,1.0,18.185502791133594,35.999999994412065,0.27999999974388634,Bachelor's,Part-time,Married,Yes,No,Auto,No,1
34.0,50432.96656376542,47634.18491905419,600.3646815636579,45.59234668421381,4.0,16.806246907682215,47.99999999720603,0.39000000010477376,PhD,Part-time,Married,Yes,Yes,Home,No,1
54.4,15556.439423891352,158691.67014563727,624.2259331732583,23.88580342146703,1.0,9.426562189810575,60.0,0.23999999988358467,Master's,Self-employed,Divorced,Yes,Yes,Other,No,1
26.200000000000003,52079.949078265105,43779.87896082454,622.3476364829921,2.576749340532522,2.0,20.201028834092675,47.99999999720603,0.47000000001164155,Bachelor's,Part-time,Divorced,Yes,Yes,Home,No,1
65.0,56479.26974415366,168833.78273770068,485.22832334908384,55.22490337682537,2.0,5.9428423777415516,47.99999999720603,0.7700000000814907,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,No,0
51.6,135159.65972287458,26124.409990497963,580.8649915568217,103.05458030687984,4.0,2.8247597711753936,35.999999994412065,0.5899999992200174,Master's,Part-time,Single,No,Yes,Auto,Yes,0
20.0,52169.86162946743,139421.61474545058,579.7537085431986,41.6506365855808,4.0,16.546710082717873,60.0,0.10999999996507541,High School,Self-employed,Divorced,Yes,No,Auto,No,1
35.0,54736.50972745882,41924.4201885081,743.7637432892257,33.21128485612834,3.0,10.482117816161391,60.0,0.2999999998603016,PhD,Part-time,Married,Yes,Yes,Business,No,0
68.6,56318.65378531992,239997.31156553078,572.1849410846328,83.82929390664894,4.0,24.86473005468369,60.0,0.6599999999068678,Bachelor's,Unemployed,Married,Yes,No,Auto,No,1
51.6,77881.28820035172,50210.4831910344,339.400451917993,46.45704151397968,4.0,4.936638933193553,47.99999999720603,0.26,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,0
33.0,51225.202400397095,240094.35513337477,411.7786334356709,31.758541742749177,2.0,16.606798012530618,60.0,0.15999999979045243,Bachelor's,Unemployed,Married,Yes,No,Other,Yes,1
68.0,50035.783387755226,198327.50044555578,606.4754335026898,32.78177822422743,4.0,17.736737946161707,60.0,0.799999999976717,Bachelor's,Part-time,Divorced,No,No,Auto,No,1
23.6,116833.50802855648,56501.491325307055,659.0740154558034,31.871113940112085,2.0,22.56552028740186,60.0,0.2599999998137355,High School,Unemployed,Single,Yes,Yes,Other,No,1
